Person_Age,Person_Income,Person_Home_Ownership,Person_Emp_Length,Loan_Intent,Loan_Grade,Loan_Amnt,Loan_Int_Rate,Loan_Status,Loan_Percent_Income,Cb_Person_Default_On_File,Cb_Person_Cred_Hist_Length
22,45999.0,RENT,1,VENTURE,A,7300.0,7.88,0,0.16,0,2
23,50000.0,MORTGAGE,7,MEDICAL,D,7500.0,15.62,1,0.15,0,3
25,56000.0,MORTGAGE,4,EDUCATION,A,5000.0,5.42,0,0.09,0,3
25,56000.0,MORTGAGE,9,VENTURE,B,12375.0,11.49,0,0.22,0,4
21,50000.0,RENT,4,EDUCATION,B,7300.0,11.71,0,0.15,0,3
24,56000.0,MORTGAGE,2,EDUCATION,C,5250.0,12.87,0,0.09,0,2
24,56000.0,MORTGAGE,5,MEDICAL,A,17400.0,5.99,0,0.31,0,2
25,53600.0,RENT,1,EDUCATION,A,7300.0,8.0,0,0.14,0,4
23,96000.0,RENT,7,EDUCATION,A,7300.0,8.49,0,0.08,0,4
23,56000.0,MORTGAGE,4,VENTURE,A,6000.0,5.99,0,0.11,0,2
22,56000.0,MORTGAGE,3,DEBTCONSOLIDATION,B,20000.0,10.99,0,0.36,0,4
23,42000.0,RENT,1,VENTURE,B,7325.0,12.69,0,0.17,0,3
24,12480.0,RENT,1,VENTURE,A,7350.0,6.92,1,0.59,0,2
25,32500.0,RENT,5,MEDICAL,C,7350.0,13.43,0,0.23,1,3
24,33000.0,RENT,1,MEDICAL,B,7350.0,11.71,0,0.22,0,3
23,56000.0,OWN,7,EDUCATION,B,20000.0,10.99,0,0.36,0,3
23,42000.0,RENT,4,EDUCATION,B,7400.0,10.99,0,0.18,0,3
25,42000.0,RENT,0,EDUCATION,E,7400.0,16.32,1,0.18,0,4
24,43995.0,RENT,4,PERSONAL,C,7400.0,13.99,1,0.17,1,4
21,56000.0,MORTGAGE,6,MEDICAL,B,5600.0,10.37,0,0.1,0,4
25,57996.0,RENT,5,EDUCATION,B,7400.0,10.36,0,0.13,0,2
25,62000.0,RENT,0,DEBTCONSOLIDATION,A,7400.0,6.99,0,0.12,0,2
26,56000.0,MORTGAGE,10,EDUCATION,A,6000.0,5.42,0,0.11,0,4
24,72000.0,RENT,5,EDUCATION,D,7400.0,15.65,0,0.1,1,3
26,56000.0,MORTGAGE,10,EDUCATION,C,15000.0,14.35,0,0.27,0,2
22,34359.0,RENT,6,EDUCATION,A,7475.0,9.63,0,0.22,0,2
21,12720.0,RENT,1,EDUCATION,A,7500.0,7.05,1,0.59,0,4
23,56000.0,MORTGAGE,4,EDUCATION,A,3000.0,6.76,0,0.05,0,3
24,56000.0,OWN,8,EDUCATION,B,2000.0,11.49,0,0.04,0,2
22,56000.0,MORTGAGE,6,PERSONAL,A,4750.0,7.14,0,0.08,0,2
24,20796.0,RENT,2,VENTURE,A,7500.0,7.88,1,0.36,0,3
23,56000.0,MORTGAGE,6,DEBTCONSOLIDATION,A,5500.0,7.51,0,0.1,0,4
22,56000.0,MORTGAGE,5,MEDICAL,B,12000.0,10.99,0,0.21,0,2
23,21000.0,RENT,6,DEBTCONSOLIDATION,A,7500.0,6.91,1,0.36,0,4
23,56000.0,OWN,2,MEDICAL,B,15000.0,10.62,0,0.27,0,3
23,21360.0,RENT,0,PERSONAL,A,7500.0,7.14,1,0.35,0,3
25,21500.0,RENT,2,MEDICAL,C,7500.0,11.34,1,0.35,0,2
22,22596.0,RENT,4,MEDICAL,B,7500.0,9.76,1,0.33,0,4
24,23196.0,RENT,1,EDUCATION,D,7500.0,13.24,1,0.32,0,2
25,24996.0,RENT,3,EDUCATION,C,7500.0,12.98,0,0.3,1,3
26,56000.0,MORTGAGE,0,HOMEIMPROVEMENT,B,8000.0,11.14,0,0.14,0,4
22,25000.0,RENT,0,PERSONAL,A,7500.0,7.51,0,0.3,0,4
24,56000.0,MORTGAGE,5,VENTURE,A,13000.0,8.94,0,0.23,0,3
22,25200.0,RENT,7,MEDICAL,D,7500.0,14.96,1,0.3,0,3
26,26000.0,RENT,2,PERSONAL,B,7500.0,12.18,0,0.29,0,2
23,56000.0,MORTGAGE,1,MEDICAL,A,10000.0,8.59,0,0.18,0,3
23,56000.0,MORTGAGE,7,PERSONAL,F,13750.0,18.43,0,0.25,0,2
23,26400.0,RENT,8,VENTURE,C,7500.0,12.73,0,0.28,0,4
21,27600.0,RENT,4,EDUCATION,A,7500.0,6.76,0,0.27,0,4
25,28128.0,RENT,2,EDUCATION,D,7500.0,15.33,1,0.27,1,3
21,30000.0,RENT,5,VENTURE,B,7500.0,9.99,0,0.25,0,4
23,30000.0,RENT,3,DEBTCONSOLIDATION,B,7500.0,10.99,0,0.25,0,4
24,30000.0,RENT,8,EDUCATION,A,7500.0,5.79,0,0.25,0,2
23,56000.0,MORTGAGE,7,PERSONAL,B,4500.0,11.83,0,0.08,0,4
26,56000.0,MORTGAGE,11,MEDICAL,B,12000.0,11.89,0,0.21,0,3
21,30000.0,RENT,5,EDUCATION,B,7500.0,11.83,0,0.25,0,4
26,30000.0,RENT,1,PERSONAL,E,7500.0,14.75,1,0.25,0,3
23,30000.0,RENT,1,PERSONAL,D,7500.0,13.24,1,0.25,1,3
23,56000.0,MORTGAGE,3,MEDICAL,C,7500.0,13.79,0,0.13,1,3
21,30028.0,RENT,5,MEDICAL,B,7500.0,10.75,0,0.25,0,4
22,31200.0,RENT,3,PERSONAL,B,7500.0,9.91,0,0.24,0,4
22,31875.0,RENT,3,EDUCATION,C,7500.0,13.11,0,0.24,0,2
26,32000.0,RENT,1,MEDICAL,C,7500.0,13.79,0,0.23,1,3
22,33000.0,RENT,2,EDUCATION,B,7500.0,10.99,0,0.23,0,4
26,34000.0,RENT,5,DEBTCONSOLIDATION,A,7500.0,7.9,1,0.22,0,3
23,56004.0,MORTGAGE,0,EDUCATION,C,10000.0,13.61,0,0.18,0,4
22,56004.0,MORTGAGE,6,MEDICAL,B,6000.0,11.86,0,0.11,0,3
22,56004.0,MORTGAGE,6,MEDICAL,A,6000.0,7.88,0,0.11,0,4
22,56004.0,OWN,5,EDUCATION,C,12000.0,13.98,0,0.21,0,3
22,56004.0,MORTGAGE,6,DEBTCONSOLIDATION,A,2000.0,7.51,0,0.04,0,4
22,34404.0,RENT,2,HOMEIMPROVEMENT,D,7500.0,15.05,1,0.22,0,2
26,56004.0,MORTGAGE,10,EDUCATION,C,20000.0,13.57,0,0.36,1,4
26,56004.0,MORTGAGE,3,EDUCATION,A,13000.0,8.59,0,0.23,0,3
26,56004.0,OWN,2,MEDICAL,A,10000.0,9.32,0,0.18,0,3
23,34780.0,RENT,5,PERSONAL,D,7500.0,12.61,0,0.22,0,4
25,35000.0,RENT,2,DEBTCONSOLIDATION,B,7500.0,10.99,0,0.21,0,2
21,29004.0,RENT,0,MEDICAL,D,7500.0,15.31,1,0.26,1,2
24,50160.0,MORTGAGE,2,EDUCATION,D,6000.0,15.62,1,0.12,0,2
23,56160.0,MORTGAGE,2,PERSONAL,B,3050.0,10.59,0,0.05,0,2
25,36000.0,RENT,0,DEBTCONSOLIDATION,C,7500.0,13.49,0,0.21,0,4
26,36000.0,RENT,10,VENTURE,B,7500.0,10.59,0,0.21,0,3
26,30320.0,RENT,2,PERSONAL,B,7500.0,12.18,1,0.25,0,3
22,56368.0,MORTGAGE,5,EDUCATION,C,6000.0,12.99,0,0.11,0,2
22,36750.0,RENT,6,EDUCATION,D,7500.0,14.84,0,0.2,0,3
25,50400.0,MORTGAGE,9,DEBTCONSOLIDATION,D,12000.0,16.89,1,0.24,0,4
22,56400.0,MORTGAGE,6,EDUCATION,D,17300.0,15.62,0,0.31,0,4
21,56400.0,OWN,5,VENTURE,A,5000.0,6.54,0,0.09,0,2
23,56400.0,MORTGAGE,4,EDUCATION,B,4000.0,11.49,0,0.07,0,4
25,37676.0,RENT,6,PERSONAL,A,7500.0,8.32,0,0.2,0,4
22,38000.0,RENT,5,PERSONAL,A,7500.0,5.79,0,0.2,0,4
23,38000.0,RENT,0,MEDICAL,A,7500.0,7.88,0,0.2,0,4
26,38400.0,RENT,10,MEDICAL,D,7500.0,17.58,0,0.2,0,2
22,32400.0,RENT,6,VENTURE,C,7500.0,14.27,1,0.23,0,2
23,56500.0,MORTGAGE,7,MEDICAL,A,9800.0,7.49,0,0.17,0,2
23,39975.0,RENT,0,PERSONAL,C,7500.0,13.48,0,0.19,1,2
22,39996.0,RENT,0,PERSONAL,B,7500.0,11.86,0,0.19,0,3
23,40000.0,RENT,7,VENTURE,B,7500.0,12.69,0,0.19,0,2
21,56532.0,MORTGAGE,4,EDUCATION,A,16000.0,7.88,0,0.28,0,3
24,56533.0,MORTGAGE,4,HOMEIMPROVEMENT,B,20000.0,11.11,0,0.35,0,2
23,56600.0,OWN,3,MEDICAL,B,12000.0,10.38,0,0.21,0,2
24,40000.0,RENT,1,PERSONAL,A,7500.0,5.79,0,0.19,0,4
22,56650.0,MORTGAGE,2,MEDICAL,B,6500.0,10.65,0,0.11,0,2
25,56655.0,MORTGAGE,9,VENTURE,C,20000.0,13.61,0,0.35,0,2
23,56700.0,MORTGAGE,7,EDUCATION,A,12000.0,5.42,0,0.21,0,2
26,56700.0,MORTGAGE,3,DEBTCONSOLIDATION,A,6000.0,9.63,0,0.11,0,4
24,40000.0,RENT,0,DEBTCONSOLIDATION,B,7500.0,11.36,0,0.19,0,4
26,56810.0,MORTGAGE,10,DEBTCONSOLIDATION,C,2500.0,13.48,0,0.04,1,3
22,34000.0,RENT,2,MEDICAL,C,7500.0,12.53,1,0.22,1,4
25,56900.0,MORTGAGE,9,PERSONAL,A,25000.0,7.51,0,0.44,0,3
23,56900.0,MORTGAGE,7,MEDICAL,B,11200.0,10.99,0,0.2,0,3
22,56902.0,MORTGAGE,6,DEBTCONSOLIDATION,A,12000.0,7.14,0,0.21,0,4
23,56996.0,OWN,2,VENTURE,A,9575.0,9.63,0,0.17,0,4
22,40906.0,RENT,4,VENTURE,B,7500.0,9.63,0,0.18,0,2
26,42000.0,RENT,0,DEBTCONSOLIDATION,B,7500.0,10.25,0,0.18,0,4
21,57000.0,OWN,5,PERSONAL,B,8000.0,10.65,0,0.14,0,3
22,57000.0,MORTGAGE,4,EDUCATION,A,12875.0,7.9,0,0.23,0,2
24,57000.0,MORTGAGE,0,MEDICAL,B,2400.0,12.69,0,0.04,0,4
23,42000.0,RENT,1,PERSONAL,B,7500.0,10.33,0,0.18,0,4
23,36000.0,RENT,1,PERSONAL,D,7500.0,12.61,1,0.21,1,2
22,57000.0,MORTGAGE,6,PERSONAL,B,11425.0,9.91,0,0.2,0,4
22,42500.0,RENT,0,EDUCATION,A,7500.0,7.9,0,0.18,0,2
21,37260.0,RENT,1,HOMEIMPROVEMENT,D,7500.0,14.84,1,0.2,1,2
25,57000.0,MORTGAGE,5,PERSONAL,A,13000.0,8.9,0,0.23,0,2
22,44000.0,RENT,0,PERSONAL,A,7500.0,8.32,0,0.17,0,3
22,57000.0,MORTGAGE,6,VENTURE,B,7200.0,10.99,0,0.13,0,2
25,51000.0,MORTGAGE,9,DEBTCONSOLIDATION,D,5500.0,16.77,1,0.11,1,2
22,57000.0,MORTGAGE,2,MEDICAL,C,5950.0,13.49,0,0.1,1,3
25,39000.0,RENT,9,MEDICAL,D,7500.0,15.62,1,0.19,1,2
26,57000.0,MORTGAGE,6,MEDICAL,C,9000.0,12.99,0,0.16,1,4
26,57000.0,MORTGAGE,10,VENTURE,A,14000.0,5.42,0,0.25,0,4
21,57000.0,MORTGAGE,5,VENTURE,C,14400.0,13.48,0,0.25,1,2
24,57000.0,MORTGAGE,8,HOMEIMPROVEMENT,B,19725.0,9.99,0,0.35,0,2
23,45000.0,RENT,5,EDUCATION,D,7500.0,15.37,0,0.17,1,4
22,39000.0,RENT,1,VENTURE,D,7500.0,15.31,1,0.19,1,4
24,57000.0,MORTGAGE,8,EDUCATION,A,6000.0,5.99,0,0.11,0,3
26,57000.0,MORTGAGE,4,EDUCATION,C,12000.0,13.49,0,0.21,1,2
22,57000.0,MORTGAGE,1,VENTURE,A,3200.0,5.99,0,0.06,0,4
26,45450.0,RENT,2,MEDICAL,B,7500.0,11.14,0,0.17,0,3
22,45600.0,RENT,6,EDUCATION,C,7500.0,13.48,0,0.16,0,4
23,57000.0,MORTGAGE,0,VENTURE,B,20000.0,11.99,0,0.35,0,2
26,46800.0,RENT,6,DEBTCONSOLIDATION,B,7500.0,9.99,0,0.16,0,3
21,47500.0,RENT,2,DEBTCONSOLIDATION,B,7500.0,10.99,0,0.16,0,2
23,57000.0,MORTGAGE,7,PERSONAL,A,9250.0,5.99,0,0.16,0,4
25,57000.0,OWN,9,MEDICAL,B,12000.0,10.59,0,0.21,0,3
23,48000.0,RENT,4,MEDICAL,A,7500.0,5.79,0,0.16,0,4
22,42000.0,RENT,7,DEBTCONSOLIDATION,E,7500.0,17.04,1,0.18,0,2
25,48000.0,RENT,9,DEBTCONSOLIDATION,C,7500.0,12.53,0,0.16,0,3
23,57000.0,MORTGAGE,1,MEDICAL,C,4200.0,12.68,0,0.07,1,4
24,57000.0,MORTGAGE,5,EDUCATION,A,8000.0,5.42,0,0.14,0,3
24,57000.0,MORTGAGE,8,VENTURE,D,14000.0,14.91,0,0.25,0,4
23,57000.0,MORTGAGE,5,VENTURE,B,18000.0,11.11,0,0.32,0,2
25,48659.0,RENT,4,EDUCATION,B,7500.0,10.99,0,0.15,0,4
23,57000.0,MORTGAGE,6,PERSONAL,A,7000.0,7.49,0,0.12,0,2
22,49000.0,RENT,7,PERSONAL,A,7500.0,6.62,0,0.15,0,3
25,57000.0,MORTGAGE,5,HOMEIMPROVEMENT,D,11200.0,14.46,0,0.2,1,4
22,43000.0,RENT,1,VENTURE,D,7500.0,14.96,1,0.17,0,3
21,44000.0,RENT,5,MEDICAL,A,7500.0,7.9,1,0.17,0,3
25,50000.0,RENT,3,PERSONAL,B,7500.0,10.99,0,0.15,0,2
23,57000.0,MORTGAGE,6,EDUCATION,D,17500.0,14.09,0,0.31,1,3
26,44000.0,RENT,0,HOMEIMPROVEMENT,E,7500.0,16.4,1,0.17,0,3
22,50000.0,RENT,1,MEDICAL,A,7500.0,8.94,0,0.15,0,3
25,44000.0,RENT,7,MEDICAL,C,7500.0,13.92,1,0.17,0,3
23,44000.0,RENT,0,VENTURE,E,7500.0,16.0,1,0.17,0,4
22,51000.0,MORTGAGE,3,HOMEIMPROVEMENT,B,12000.0,11.86,1,0.24,0,3
24,50000.0,RENT,2,HOMEIMPROVEMENT,B,7500.0,10.01,0,0.15,0,3
22,57000.0,MORTGAGE,6,EDUCATION,A,7000.0,7.14,0,0.12,0,3
25,57000.0,OWN,5,PERSONAL,C,12000.0,13.23,0,0.21,0,3
22,50000.0,RENT,1,PERSONAL,A,7500.0,8.32,0,0.15,0,4
26,51000.0,MORTGAGE,5,MEDICAL,D,7000.0,15.21,1,0.14,0,4
22,57000.0,MORTGAGE,5,PERSONAL,B,7500.0,11.86,0,0.13,0,3
22,44400.0,RENT,4,DEBTCONSOLIDATION,A,7500.0,8.49,1,0.17,0,4
22,57000.0,MORTGAGE,5,PERSONAL,B,7500.0,10.25,0,0.13,0,2
22,50663.0,RENT,0,DEBTCONSOLIDATION,C,7500.0,13.22,0,0.15,0,3
26,51000.0,MORTGAGE,10,MEDICAL,D,13000.0,15.33,1,0.25,1,3
22,51000.0,RENT,6,PERSONAL,A,7500.0,5.99,0,0.15,0,2
22,57000.0,MORTGAGE,6,EDUCATION,B,11400.0,12.53,0,0.2,0,3
22,51000.0,RENT,6,EDUCATION,C,7500.0,13.48,0,0.15,0,4
23,52000.0,RENT,7,VENTURE,B,7500.0,10.38,0,0.14,0,2
25,53000.0,RENT,0,EDUCATION,B,7500.0,10.39,0,0.14,0,4
24,55000.0,RENT,0,EDUCATION,A,7500.0,6.03,0,0.14,0,3
24,51000.0,MORTGAGE,8,DEBTCONSOLIDATION,B,12000.0,10.99,1,0.24,0,3
22,55000.0,RENT,6,DEBTCONSOLIDATION,A,7500.0,6.03,0,0.14,0,2
26,57000.0,MORTGAGE,10,VENTURE,B,2500.0,11.58,0,0.04,0,3
24,57000.0,OWN,8,EDUCATION,A,9000.0,8.0,0,0.16,0,4
21,55000.0,RENT,1,EDUCATION,A,7500.0,7.88,0,0.14,0,2
24,57000.0,MORTGAGE,3,VENTURE,A,5500.0,8.0,0,0.1,0,3
23,57000.0,OWN,7,EDUCATION,B,4200.0,10.51,0,0.07,0,3
24,55000.0,RENT,1,HOMEIMPROVEMENT,B,7500.0,12.53,0,0.14,0,2
25,57000.0,OWN,4,MEDICAL,A,900.0,8.63,0,0.02,0,4
22,57000.0,MORTGAGE,6,EDUCATION,B,25000.0,9.01,0,0.44,0,2
25,57000.0,MORTGAGE,5,VENTURE,C,7250.0,10.59,0,0.13,0,4
26,57006.0,MORTGAGE,10,DEBTCONSOLIDATION,A,6000.0,6.17,0,0.11,0,2
23,57000.0,RENT,8,EDUCATION,C,7500.0,11.97,0,0.13,0,4
23,57600.0,RENT,5,MEDICAL,C,7500.0,13.85,0,0.13,0,3
26,57068.0,OWN,2,VENTURE,C,1600.0,15.23,0,0.03,1,4
22,52000.0,RENT,1,HOMEIMPROVEMENT,D,7500.0,15.31,1,0.14,1,4
25,57120.0,MORTGAGE,4,MEDICAL,B,25000.0,10.99,0,0.44,0,4
23,57188.0,MORTGAGE,7,VENTURE,A,17450.0,6.62,0,0.31,0,3
21,57192.0,MORTGAGE,0,MEDICAL,A,8000.0,7.49,0,0.14,0,3
23,59000.0,RENT,7,EDUCATION,A,7500.0,6.54,0,0.13,0,2
25,53000.0,RENT,3,MEDICAL,D,7500.0,12.92,1,0.14,0,4
21,57200.0,MORTGAGE,5,DEBTCONSOLIDATION,A,8000.0,6.03,0,0.14,0,2
22,57200.0,MORTGAGE,7,DEBTCONSOLIDATION,A,7500.0,7.51,0,0.13,0,3
25,57200.0,MORTGAGE,1,EDUCATION,A,2400.0,7.49,0,0.04,0,2
22,57200.0,MORTGAGE,4,EDUCATION,A,7000.0,7.51,0,0.12,0,2
25,60000.0,RENT,6,MEDICAL,C,7500.0,14.27,0,0.13,1,2
22,57204.0,MORTGAGE,6,EDUCATION,D,9000.0,15.58,0,0.16,1,3
22,60000.0,RENT,6,MEDICAL,B,7500.0,9.99,0,0.13,0,3
23,60000.0,RENT,4,PERSONAL,A,7500.0,7.66,0,0.13,0,2
25,57400.0,MORTGAGE,9,DEBTCONSOLIDATION,A,8475.0,6.99,0,0.15,0,2
22,57400.0,MORTGAGE,0,EDUCATION,A,10500.0,7.75,0,0.18,0,3
24,57431.0,MORTGAGE,8,PERSONAL,A,4000.0,6.76,0,0.07,0,3
22,60000.0,RENT,3,PERSONAL,A,7500.0,6.17,0,0.13,0,3
22,60000.0,RENT,1,VENTURE,B,7500.0,10.99,0,0.13,0,4
23,57468.0,MORTGAGE,8,EDUCATION,B,14075.0,9.91,0,0.24,0,2
23,60000.0,RENT,8,VENTURE,A,7500.0,9.07,0,0.13,0,2
21,57500.0,MORTGAGE,6,VENTURE,A,4000.0,7.9,0,0.07,0,3
22,60000.0,RENT,6,EDUCATION,C,7500.0,11.34,0,0.13,1,4
21,61000.0,RENT,3,EDUCATION,B,7500.0,10.39,0,0.12,0,2
26,64000.0,RENT,8,DEBTCONSOLIDATION,B,7500.0,9.83,0,0.12,0,3
25,57500.0,MORTGAGE,5,MEDICAL,C,12275.0,13.48,0,0.21,1,3
26,57500.0,MORTGAGE,2,DEBTCONSOLIDATION,A,7750.0,6.76,0,0.13,0,3
25,51500.0,OTHER,1,MEDICAL,D,13000.0,16.07,1,0.25,0,2
26,66000.0,RENT,2,EDUCATION,A,7500.0,6.62,0,0.11,0,2
25,67000.0,RENT,7,MEDICAL,B,7500.0,12.18,0,0.11,0,4
23,57504.0,MORTGAGE,1,DEBTCONSOLIDATION,A,9000.0,6.54,0,0.16,0,3
23,57504.0,MORTGAGE,7,PERSONAL,A,10000.0,8.59,0,0.17,0,2
26,57550.0,MORTGAGE,4,DEBTCONSOLIDATION,A,3500.0,5.42,0,0.06,0,4
22,57564.0,MORTGAGE,6,MEDICAL,B,21000.0,11.48,0,0.36,0,3
22,67500.0,RENT,1,VENTURE,B,7500.0,9.76,0,0.11,0,2
24,68000.0,RENT,0,PERSONAL,B,7500.0,11.99,0,0.11,0,2
23,68000.0,RENT,1,EDUCATION,B,7500.0,11.49,0,0.11,0,3
24,57600.0,MORTGAGE,8,HOMEIMPROVEMENT,A,10500.0,6.62,0,0.18,0,3
26,57600.0,MORTGAGE,10,MEDICAL,B,1800.0,12.42,0,0.03,0,3
23,57600.0,MORTGAGE,4,DEBTCONSOLIDATION,A,10000.0,6.03,0,0.17,0,4
22,57600.0,OWN,6,VENTURE,A,6500.0,7.49,0,0.11,0,3
22,57600.0,OWN,4,EDUCATION,A,1500.0,5.99,0,0.03,0,3
23,51600.0,MORTGAGE,1,PERSONAL,B,4800.0,10.99,1,0.09,0,3
24,57600.0,MORTGAGE,4,HOMEIMPROVEMENT,A,3300.0,5.42,0,0.06,0,4
23,62844.0,RENT,7,HOMEIMPROVEMENT,C,7500.0,11.97,1,0.12,0,4
22,57600.0,MORTGAGE,6,VENTURE,B,6000.0,10.74,0,0.1,0,3
24,57600.0,MORTGAGE,9,VENTURE,B,6500.0,10.99,0,0.11,0,2
24,69996.0,RENT,5,VENTURE,A,7500.0,7.49,0,0.11,0,2
23,64000.0,RENT,0,HOMEIMPROVEMENT,D,7500.0,13.55,1,0.12,0,3
22,57600.0,MORTGAGE,1,PERSONAL,B,6000.0,10.0,0,0.1,0,2
22,57600.0,MORTGAGE,2,DEBTCONSOLIDATION,C,4000.0,13.48,0,0.07,1,2
23,57600.0,MORTGAGE,6,DEBTCONSOLIDATION,A,4000.0,5.42,0,0.07,0,2
23,57600.0,MORTGAGE,7,PERSONAL,A,5000.0,5.79,0,0.09,0,3
21,72000.0,RENT,1,EDUCATION,C,7500.0,13.22,0,0.1,0,3
23,57600.0,MORTGAGE,7,DEBTCONSOLIDATION,A,4000.0,7.49,0,0.07,0,3
22,72000.0,RENT,3,EDUCATION,C,7500.0,11.41,0,0.1,0,3
23,75000.0,RENT,8,EDUCATION,C,7500.0,13.48,0,0.1,1,3
23,75000.0,RENT,4,EDUCATION,B,7500.0,11.83,0,0.1,0,2
25,57600.0,MORTGAGE,4,PERSONAL,A,7000.0,7.88,0,0.12,0,3
23,57600.0,MORTGAGE,7,EDUCATION,C,10000.0,13.11,0,0.17,0,3
25,58650.0,RENT,5,MEDICAL,D,7500.0,15.37,1,0.11,0,4
24,79992.0,RENT,0,DEBTCONSOLIDATION,B,7500.0,10.71,0,0.09,0,4
23,57600.0,MORTGAGE,0,VENTURE,B,1000.0,10.99,0,0.02,0,2
23,57664.0,MORTGAGE,4,EDUCATION,A,10000.0,6.62,0,0.17,0,4
25,74004.0,RENT,2,DEBTCONSOLIDATION,D,7500.0,12.61,1,0.1,1,4
23,57700.0,MORTGAGE,7,PERSONAL,B,3500.0,10.65,0,0.06,0,4
21,57700.0,MORTGAGE,5,VENTURE,B,13500.0,9.91,0,0.23,0,2
25,57700.0,MORTGAGE,9,HOMEIMPROVEMENT,A,9000.0,7.49,0,0.16,0,3
22,76500.0,RENT,0,HOMEIMPROVEMENT,D,7500.0,13.24,1,0.1,1,4
23,57738.0,MORTGAGE,7,EDUCATION,A,7000.0,7.14,0,0.12,0,4
23,57744.0,MORTGAGE,7,PERSONAL,B,2500.0,10.37,0,0.04,0,2
23,87000.0,RENT,1,DEBTCONSOLIDATION,B,7500.0,10.33,0,0.09,0,2
23,90000.0,RENT,5,VENTURE,D,7500.0,15.58,0,0.08,1,3
22,66300.0,RENT,3,MEDICAL,D,7500.0,14.96,1,0.1,0,2
23,90000.0,RENT,7,EDUCATION,C,7500.0,11.03,0,0.08,0,4
23,57850.0,MORTGAGE,8,EDUCATION,B,4000.0,10.99,0,0.07,0,2
22,57860.0,MORTGAGE,1,EDUCATION,C,20000.0,11.41,0,0.35,0,3
22,57900.0,MORTGAGE,3,EDUCATION,A,4850.0,8.49,0,0.08,0,2
24,79500.0,RENT,2,VENTURE,D,7500.0,16.89,1,0.09,0,4
22,57996.0,MORTGAGE,4,VENTURE,A,21250.0,6.91,0,0.37,0,4
24,100300.0,RENT,3,MEDICAL,B,7500.0,11.49,0,0.07,0,4
23,57996.0,MORTGAGE,5,EDUCATION,A,8800.0,7.51,0,0.15,0,2
23,115275.0,RENT,7,DEBTCONSOLIDATION,C,7500.0,11.28,0,0.07,1,4
26,116600.0,RENT,2,HOMEIMPROVEMENT,C,7500.0,11.59,0,0.06,1,3
23,116700.0,RENT,2,EDUCATION,C,7500.0,13.48,0,0.06,0,4
22,57996.0,MORTGAGE,2,VENTURE,B,2500.0,12.53,0,0.04,0,3
26,108000.0,RENT,2,DEBTCONSOLIDATION,D,7500.0,16.77,1,0.07,1,3
24,57996.0,MORTGAGE,5,HOMEIMPROVEMENT,B,2400.0,11.89,0,0.04,0,4
25,125000.0,RENT,3,HOMEIMPROVEMENT,B,7500.0,12.69,0,0.06,0,4
26,51996.0,MORTGAGE,2,MEDICAL,E,6500.0,15.68,1,0.13,0,4
23,57996.0,MORTGAGE,7,DEBTCONSOLIDATION,A,7200.0,7.49,0,0.12,0,2
26,225000.0,RENT,0,EDUCATION,A,7500.0,8.0,0,0.03,0,2
26,58000.0,MORTGAGE,5,MEDICAL,B,29800.0,11.71,0,0.54,0,3
26,50000.0,RENT,3,EDUCATION,B,7525.0,11.49,0,0.15,0,2
24,20400.0,RENT,3,VENTURE,C,7550.0,14.79,1,0.37,0,4
25,58000.0,MORTGAGE,7,DEBTCONSOLIDATION,B,7200.0,11.71,0,0.12,0,3
24,58000.0,MORTGAGE,8,DEBTCONSOLIDATION,A,15700.0,7.9,0,0.27,0,3
24,58000.0,MORTGAGE,3,EDUCATION,D,11000.0,16.77,0,0.19,0,4
22,70000.0,RENT,4,VENTURE,A,7550.0,7.51,0,0.11,0,2
26,56950.0,RENT,10,MEDICAL,B,7550.0,9.99,1,0.11,0,3
24,58000.0,MORTGAGE,3,PERSONAL,D,15000.0,15.31,0,0.26,0,4
25,54000.0,RENT,7,HOMEIMPROVEMENT,A,7575.0,6.99,0,0.14,0,4
22,58000.0,OWN,6,MEDICAL,B,20000.0,11.99,0,0.34,0,4
26,58000.0,MORTGAGE,0,VENTURE,B,11600.0,11.99,0,0.2,0,3
22,52000.0,MORTGAGE,6,DEBTCONSOLIDATION,D,14825.0,15.62,1,0.29,0,3
25,41412.0,RENT,4,MEDICAL,B,7600.0,11.12,0,0.18,0,3
25,39000.0,RENT,3,MEDICAL,C,7600.0,12.84,1,0.19,0,3
22,49000.0,RENT,0,EDUCATION,D,7600.0,15.62,1,0.16,0,4
25,60000.0,RENT,1,HOMEIMPROVEMENT,B,7600.0,12.21,0,0.13,0,4
26,67000.0,RENT,2,VENTURE,B,7600.0,10.0,0,0.11,0,4
24,58000.0,MORTGAGE,5,DEBTCONSOLIDATION,A,7000.0,6.99,0,0.12,0,4
25,61680.0,RENT,1,VENTURE,C,7600.0,13.23,1,0.12,0,4
26,58000.0,MORTGAGE,5,PERSONAL,A,10000.0,7.49,0,0.17,0,4
24,58000.0,MORTGAGE,3,HOMEIMPROVEMENT,A,6000.0,5.42,0,0.1,0,4
24,58000.0,MORTGAGE,8,DEBTCONSOLIDATION,A,3000.0,5.42,0,0.05,0,4
21,58000.0,MORTGAGE,3,EDUCATION,A,4500.0,6.92,0,0.08,0,4
24,76554.0,RENT,8,HOMEIMPROVEMENT,D,7600.0,12.61,0,0.1,0,2
23,57000.0,RENT,5,VENTURE,B,7650.0,11.71,0,0.13,0,4
